"","province","location","year","latinName","commonName","counts","catched","adult","pulli","not_catched"
"5125","Oost-Vlaanderen","Zingem",2013,"Anser cygnoides forma domestica","Zwaangans",1,NA,NA,NA,NA
"5126","Oost-Vlaanderen","Zingem",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5127","Oost-Vlaanderen","Zingem",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5128","Oost-Vlaanderen","Zingem",2013,"Branta canadensis","Canadese gans",5,NA,NA,NA,NA
"5129","Oost-Vlaanderen","Zingem",2013,"Branta leucopsis","Brandgans",1,NA,NA,NA,NA
"5130","Oost-Vlaanderen","Zingem",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5131","Oost-Vlaanderen","Zingem",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5132","Oost-Vlaanderen","Zingem",2015,"Alopochen aegyptiacus","Nijlgans",13,NA,NA,NA,NA
"5133","Oost-Vlaanderen","Zingem",2015,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5134","Oost-Vlaanderen","Zingem",2015,"Anser anser","Grauwe gans",34,NA,NA,NA,NA
"5135","Oost-Vlaanderen","Zingem",2015,"Anser anser forma domesticus","Soepgans",15,NA,NA,NA,NA
"5136","Oost-Vlaanderen","Zingem",2015,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5137","Oost-Vlaanderen","Zingem",2015,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5138","Oost-Vlaanderen","Zingem",2015,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5139","Oost-Vlaanderen","Zingem",2015,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5140","Oost-Vlaanderen","Zingem",2015,"Branta canadensis","Canadese gans",6,NA,NA,NA,NA
"5141","Oost-Vlaanderen","Zingem",2015,"Branta leucopsis","Brandgans",5,NA,NA,NA,NA
"5142","Oost-Vlaanderen","Zingem",2015,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5143","Oost-Vlaanderen","Zingem",2015,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5144","Oost-Vlaanderen","Zingem",2016,"Alopochen aegyptiacus","Nijlgans",18,NA,NA,NA,NA
"5145","Oost-Vlaanderen","Zingem",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5146","Oost-Vlaanderen","Zingem",2016,"Anser anser","Grauwe gans",116,NA,NA,NA,NA
"5147","Oost-Vlaanderen","Zingem",2016,"Anser anser forma domesticus","Soepgans",7,NA,NA,NA,NA
"5148","Oost-Vlaanderen","Zingem",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5149","Oost-Vlaanderen","Zingem",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5150","Oost-Vlaanderen","Zingem",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5151","Oost-Vlaanderen","Zingem",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5152","Oost-Vlaanderen","Zingem",2016,"Branta canadensis","Canadese gans",9,NA,NA,NA,NA
"5153","Oost-Vlaanderen","Zingem",2016,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5154","Oost-Vlaanderen","Zingem",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5155","Oost-Vlaanderen","Zingem",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5156","Oost-Vlaanderen","Zingem",2017,"Alopochen aegyptiacus","Nijlgans",9,NA,NA,NA,NA
"5157","Oost-Vlaanderen","Zingem",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5158","Oost-Vlaanderen","Zingem",2017,"Anser anser","Grauwe gans",59,NA,NA,NA,NA
"5159","Oost-Vlaanderen","Zingem",2017,"Anser anser forma domesticus","Soepgans",6,NA,NA,NA,NA
"5160","Oost-Vlaanderen","Zingem",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5161","Oost-Vlaanderen","Zingem",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5162","Oost-Vlaanderen","Zingem",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5163","Oost-Vlaanderen","Zingem",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5164","Oost-Vlaanderen","Zingem",2017,"Branta canadensis","Canadese gans",13,NA,NA,NA,NA
"5165","Oost-Vlaanderen","Zingem",2017,"Branta leucopsis","Brandgans",7,NA,NA,NA,NA
"5166","Oost-Vlaanderen","Zingem",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5167","Oost-Vlaanderen","Zingem",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5168","Oost-Vlaanderen","Zomergem",2010,"Alopochen aegyptiacus","Nijlgans",10,NA,NA,NA,NA
"5169","Oost-Vlaanderen","Zomergem",2012,"Alopochen aegyptiacus","Nijlgans",0,0,0,0,0
"5170","Oost-Vlaanderen","Zomergem",2012,"Anser albifrons","Kolgans",0,0,0,0,0
"5171","Oost-Vlaanderen","Zomergem",2012,"Anser anser","Grauwe gans",1,0,0,0,0
"5172","Oost-Vlaanderen","Zomergem",2012,"Anser anser forma domesticus","Soepgans",0,0,0,0,0
"5173","Oost-Vlaanderen","Zomergem",2012,"Anser brachyrhynchus","Kleine rietgans",0,0,0,0,0
"5174","Oost-Vlaanderen","Zomergem",2012,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"5175","Oost-Vlaanderen","Zomergem",2012,"Anser erythropus","Dwerggans",0,0,0,0,0
"5176","Oost-Vlaanderen","Zomergem",2012,"Anser indicus","Indische gans",0,0,0,0,0
"5177","Oost-Vlaanderen","Zomergem",2012,"Branta canadensis","Canadese gans",1,39,13,26,0
"5178","Oost-Vlaanderen","Zomergem",2012,"Branta leucopsis","Brandgans",0,0,0,0,0
"5179","Oost-Vlaanderen","Zomergem",2012,"Branta ruficollis","Roodhalsgans",0,0,0,0,0
"5180","Oost-Vlaanderen","Zomergem",2012,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5181","Oost-Vlaanderen","Zottegem",2016,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5182","Oost-Vlaanderen","Zottegem",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5183","Oost-Vlaanderen","Zottegem",2016,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5184","Oost-Vlaanderen","Zottegem",2016,"Anser anser forma domesticus","Soepgans",14,NA,NA,NA,NA
"5185","Oost-Vlaanderen","Zottegem",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5186","Oost-Vlaanderen","Zottegem",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5187","Oost-Vlaanderen","Zottegem",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5188","Oost-Vlaanderen","Zottegem",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5189","Oost-Vlaanderen","Zottegem",2016,"Branta canadensis","Canadese gans",9,NA,NA,NA,NA
"5190","Oost-Vlaanderen","Zottegem",2016,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5191","Oost-Vlaanderen","Zottegem",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5192","Oost-Vlaanderen","Zottegem",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5193","Oost-Vlaanderen","Zottegem",2017,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5194","Oost-Vlaanderen","Zottegem",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5195","Oost-Vlaanderen","Zottegem",2017,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5196","Oost-Vlaanderen","Zottegem",2017,"Anser anser forma domesticus","Soepgans",16,NA,NA,NA,NA
"5197","Oost-Vlaanderen","Zottegem",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5198","Oost-Vlaanderen","Zottegem",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5199","Oost-Vlaanderen","Zottegem",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5200","Oost-Vlaanderen","Zottegem",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5201","Oost-Vlaanderen","Zottegem",2017,"Branta canadensis","Canadese gans",18,NA,NA,NA,NA
"5202","Oost-Vlaanderen","Zottegem",2017,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5203","Oost-Vlaanderen","Zottegem",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5204","Oost-Vlaanderen","Zottegem",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5205","Oost-Vlaanderen","Zwalm",2010,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5206","Oost-Vlaanderen","Zwalm",2010,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5207","Oost-Vlaanderen","Zwalm",2010,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5208","Oost-Vlaanderen","Zwalm",2010,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5209","Oost-Vlaanderen","Zwalm",2010,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5210","Oost-Vlaanderen","Zwalm",2010,"Anser cygnoides forma domestica","Zwaangans",1,NA,NA,NA,NA
"5211","Oost-Vlaanderen","Zwalm",2010,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5212","Oost-Vlaanderen","Zwalm",2010,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5213","Oost-Vlaanderen","Zwalm",2010,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"5214","Oost-Vlaanderen","Zwalm",2010,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5215","Oost-Vlaanderen","Zwalm",2010,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5216","Oost-Vlaanderen","Zwalm",2010,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5217","Oost-Vlaanderen","Zwalm",2011,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5218","Oost-Vlaanderen","Zwalm",2011,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5219","Oost-Vlaanderen","Zwalm",2011,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5220","Oost-Vlaanderen","Zwalm",2011,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5221","Oost-Vlaanderen","Zwalm",2011,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5222","Oost-Vlaanderen","Zwalm",2011,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5223","Oost-Vlaanderen","Zwalm",2011,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5224","Oost-Vlaanderen","Zwalm",2011,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5225","Oost-Vlaanderen","Zwalm",2011,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"5226","Oost-Vlaanderen","Zwalm",2011,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5227","Oost-Vlaanderen","Zwalm",2011,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5228","Oost-Vlaanderen","Zwalm",2011,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5229","Oost-Vlaanderen","Zwalm",2012,"Alopochen aegyptiacus","Nijlgans",2,7,7,0,10
"5230","Oost-Vlaanderen","Zwalm",2012,"Anser albifrons","Kolgans",0,0,0,0,0
"5231","Oost-Vlaanderen","Zwalm",2012,"Anser anser","Grauwe gans",0,0,0,0,0
"5232","Oost-Vlaanderen","Zwalm",2012,"Anser anser forma domesticus","Soepgans",0,18,18,0,0
"5233","Oost-Vlaanderen","Zwalm",2012,"Anser brachyrhynchus","Kleine rietgans",0,0,0,0,0
"5234","Oost-Vlaanderen","Zwalm",2012,"Anser cygnoides forma domestica","Zwaangans",0,0,0,0,0
"5235","Oost-Vlaanderen","Zwalm",2012,"Anser erythropus","Dwerggans",0,0,0,0,0
"5236","Oost-Vlaanderen","Zwalm",2012,"Anser indicus","Indische gans",0,0,0,0,0
"5237","Oost-Vlaanderen","Zwalm",2012,"Branta canadensis","Canadese gans",0,0,0,0,0
"5238","Oost-Vlaanderen","Zwalm",2012,"Branta leucopsis","Brandgans",0,0,0,0,0
"5239","Oost-Vlaanderen","Zwalm",2012,"Branta ruficollis","Roodhalsgans",0,0,0,0,0
"5240","Oost-Vlaanderen","Zwalm",2012,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5241","Vlaams-Brabant","Boutersem",2013,"Alopochen aegyptiacus","Nijlgans",5,NA,NA,NA,NA
"5242","Vlaams-Brabant","Boutersem",2013,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5243","Vlaams-Brabant","Boutersem",2013,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5244","Vlaams-Brabant","Boutersem",2013,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5245","Vlaams-Brabant","Boutersem",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5246","Vlaams-Brabant","Boutersem",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5247","Vlaams-Brabant","Boutersem",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5248","Vlaams-Brabant","Boutersem",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5249","Vlaams-Brabant","Boutersem",2013,"Branta canadensis","Canadese gans",20,NA,NA,NA,NA
"5250","Vlaams-Brabant","Boutersem",2013,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5251","Vlaams-Brabant","Boutersem",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5252","Vlaams-Brabant","Boutersem",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5253","Vlaams-Brabant","Boutersem",2014,"Alopochen aegyptiacus","Nijlgans",54,NA,NA,NA,NA
"5254","Vlaams-Brabant","Boutersem",2014,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5255","Vlaams-Brabant","Boutersem",2014,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5256","Vlaams-Brabant","Boutersem",2014,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5257","Vlaams-Brabant","Boutersem",2014,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5258","Vlaams-Brabant","Boutersem",2014,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5259","Vlaams-Brabant","Boutersem",2014,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5260","Vlaams-Brabant","Boutersem",2014,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5261","Vlaams-Brabant","Boutersem",2014,"Branta canadensis","Canadese gans",193,NA,NA,NA,NA
"5262","Vlaams-Brabant","Boutersem",2014,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5263","Vlaams-Brabant","Boutersem",2014,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5264","Vlaams-Brabant","Boutersem",2014,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5265","Vlaams-Brabant","Boutersem",2016,"Alopochen aegyptiacus","Nijlgans",43,NA,NA,NA,NA
"5266","Vlaams-Brabant","Boutersem",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5267","Vlaams-Brabant","Boutersem",2016,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5268","Vlaams-Brabant","Boutersem",2016,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5269","Vlaams-Brabant","Boutersem",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5270","Vlaams-Brabant","Boutersem",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5271","Vlaams-Brabant","Boutersem",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5272","Vlaams-Brabant","Boutersem",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5273","Vlaams-Brabant","Boutersem",2016,"Branta canadensis","Canadese gans",46,NA,NA,NA,NA
"5274","Vlaams-Brabant","Boutersem",2016,"Branta leucopsis","Brandgans",6,NA,NA,NA,NA
"5275","Vlaams-Brabant","Boutersem",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5276","Vlaams-Brabant","Boutersem",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5277","Vlaams-Brabant","Boutersem",2017,"Alopochen aegyptiacus","Nijlgans",65,NA,NA,NA,NA
"5278","Vlaams-Brabant","Boutersem",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5279","Vlaams-Brabant","Boutersem",2017,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5280","Vlaams-Brabant","Boutersem",2017,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5281","Vlaams-Brabant","Boutersem",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5282","Vlaams-Brabant","Boutersem",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5283","Vlaams-Brabant","Boutersem",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5284","Vlaams-Brabant","Boutersem",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5285","Vlaams-Brabant","Boutersem",2017,"Branta canadensis","Canadese gans",79,NA,NA,NA,NA
"5286","Vlaams-Brabant","Boutersem",2017,"Branta leucopsis","Brandgans",42,NA,NA,NA,NA
"5287","Vlaams-Brabant","Boutersem",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5288","Vlaams-Brabant","Boutersem",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5289","Vlaams-Brabant","Boutersem",2018,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5290","Vlaams-Brabant","Boutersem",2018,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5291","Vlaams-Brabant","Boutersem",2018,"Anser anser","Grauwe gans",1,NA,NA,NA,NA
"5292","Vlaams-Brabant","Boutersem",2018,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5293","Vlaams-Brabant","Boutersem",2018,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5294","Vlaams-Brabant","Boutersem",2018,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5295","Vlaams-Brabant","Boutersem",2018,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5296","Vlaams-Brabant","Boutersem",2018,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5297","Vlaams-Brabant","Boutersem",2018,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"5298","Vlaams-Brabant","Boutersem",2018,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5299","Vlaams-Brabant","Boutersem",2018,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5300","Vlaams-Brabant","Boutersem",2018,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5301","Vlaams-Brabant","Huldenberg",2013,"Alopochen aegyptiacus","Nijlgans",14,NA,NA,NA,NA
"5302","Vlaams-Brabant","Huldenberg",2013,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5303","Vlaams-Brabant","Huldenberg",2013,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5304","Vlaams-Brabant","Huldenberg",2013,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5305","Vlaams-Brabant","Huldenberg",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5306","Vlaams-Brabant","Huldenberg",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5307","Vlaams-Brabant","Huldenberg",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5308","Vlaams-Brabant","Huldenberg",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5309","Vlaams-Brabant","Huldenberg",2013,"Branta canadensis","Canadese gans",9,NA,NA,NA,NA
"5310","Vlaams-Brabant","Huldenberg",2013,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5311","Vlaams-Brabant","Huldenberg",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5312","Vlaams-Brabant","Huldenberg",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5313","Vlaams-Brabant","Huldenberg",2015,"Alopochen aegyptiacus","Nijlgans",18,NA,NA,NA,NA
"5314","Vlaams-Brabant","Huldenberg",2015,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5315","Vlaams-Brabant","Huldenberg",2015,"Anser anser","Grauwe gans",17,NA,NA,NA,NA
"5316","Vlaams-Brabant","Huldenberg",2015,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5317","Vlaams-Brabant","Huldenberg",2015,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5318","Vlaams-Brabant","Huldenberg",2015,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5319","Vlaams-Brabant","Huldenberg",2015,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5320","Vlaams-Brabant","Huldenberg",2015,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5321","Vlaams-Brabant","Huldenberg",2015,"Branta canadensis","Canadese gans",56,150,12,63,0
"5322","Vlaams-Brabant","Huldenberg",2015,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5323","Vlaams-Brabant","Huldenberg",2015,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5324","Vlaams-Brabant","Huldenberg",2015,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5325","Vlaams-Brabant","Huldenberg",2016,"Alopochen aegyptiacus","Nijlgans",14,NA,NA,NA,NA
"5326","Vlaams-Brabant","Huldenberg",2016,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5327","Vlaams-Brabant","Huldenberg",2016,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5328","Vlaams-Brabant","Huldenberg",2016,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5329","Vlaams-Brabant","Huldenberg",2016,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5330","Vlaams-Brabant","Huldenberg",2016,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5331","Vlaams-Brabant","Huldenberg",2016,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5332","Vlaams-Brabant","Huldenberg",2016,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5333","Vlaams-Brabant","Huldenberg",2016,"Branta canadensis","Canadese gans",31,45,13,32,0
"5334","Vlaams-Brabant","Huldenberg",2016,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5335","Vlaams-Brabant","Huldenberg",2016,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5336","Vlaams-Brabant","Huldenberg",2016,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5337","Vlaams-Brabant","Huldenberg",2017,"Alopochen aegyptiacus","Nijlgans",0,NA,NA,NA,NA
"5338","Vlaams-Brabant","Huldenberg",2017,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5339","Vlaams-Brabant","Huldenberg",2017,"Anser anser","Grauwe gans",0,NA,NA,NA,NA
"5340","Vlaams-Brabant","Huldenberg",2017,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5341","Vlaams-Brabant","Huldenberg",2017,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5342","Vlaams-Brabant","Huldenberg",2017,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5343","Vlaams-Brabant","Huldenberg",2017,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5344","Vlaams-Brabant","Huldenberg",2017,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5345","Vlaams-Brabant","Huldenberg",2017,"Branta canadensis","Canadese gans",0,NA,NA,NA,NA
"5346","Vlaams-Brabant","Huldenberg",2017,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5347","Vlaams-Brabant","Huldenberg",2017,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5348","Vlaams-Brabant","Huldenberg",2017,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5349","Vlaams-Brabant","Huldenberg",2018,"Alopochen aegyptiacus","Nijlgans",14,NA,NA,NA,NA
"5350","Vlaams-Brabant","Huldenberg",2018,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5351","Vlaams-Brabant","Huldenberg",2018,"Anser anser","Grauwe gans",5,NA,NA,NA,NA
"5352","Vlaams-Brabant","Huldenberg",2018,"Anser anser forma domesticus","Soepgans",0,NA,NA,NA,NA
"5353","Vlaams-Brabant","Huldenberg",2018,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5354","Vlaams-Brabant","Huldenberg",2018,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5355","Vlaams-Brabant","Huldenberg",2018,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5356","Vlaams-Brabant","Huldenberg",2018,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5357","Vlaams-Brabant","Huldenberg",2018,"Branta canadensis","Canadese gans",77,NA,NA,NA,NA
"5358","Vlaams-Brabant","Huldenberg",2018,"Branta leucopsis","Brandgans",0,NA,NA,NA,NA
"5359","Vlaams-Brabant","Huldenberg",2018,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5360","Vlaams-Brabant","Huldenberg",2018,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5361","Vlaams-Brabant","Meise",2013,"Alopochen aegyptiacus","Nijlgans",141,NA,NA,NA,NA
"5362","Vlaams-Brabant","Meise",2013,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
"5363","Vlaams-Brabant","Meise",2013,"Anser anser","Grauwe gans",13,NA,NA,NA,NA
"5364","Vlaams-Brabant","Meise",2013,"Anser anser forma domesticus","Soepgans",5,NA,NA,NA,NA
"5365","Vlaams-Brabant","Meise",2013,"Anser brachyrhynchus","Kleine rietgans",0,NA,NA,NA,NA
"5366","Vlaams-Brabant","Meise",2013,"Anser cygnoides forma domestica","Zwaangans",0,NA,NA,NA,NA
"5367","Vlaams-Brabant","Meise",2013,"Anser erythropus","Dwerggans",0,NA,NA,NA,NA
"5368","Vlaams-Brabant","Meise",2013,"Anser indicus","Indische gans",0,NA,NA,NA,NA
"5369","Vlaams-Brabant","Meise",2013,"Branta canadensis","Canadese gans",201,NA,NA,NA,NA
"5370","Vlaams-Brabant","Meise",2013,"Branta leucopsis","Brandgans",19,NA,NA,NA,NA
"5371","Vlaams-Brabant","Meise",2013,"Branta ruficollis","Roodhalsgans",0,NA,NA,NA,NA
"5372","Vlaams-Brabant","Meise",2013,"Chloephaga picta","Magelhaengans",0,NA,NA,NA,NA
"5373","Vlaams-Brabant","Meise",2014,"Alopochen aegyptiacus","Nijlgans",128,NA,NA,NA,NA
"5374","Vlaams-Brabant","Meise",2014,"Anser albifrons","Kolgans",0,NA,NA,NA,NA
